Question,Answer Disease,Answer Index,Number of Symptoms,llama38b_Answer,extracted,check
"A patient is presenting with the following symptoms: Weakness, Dizziness, Loss of sensation, Feeling ill. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Hypercalcemia 2) Dermatitis due to sun exposure 3) Hemophilia 4) Sarcoidosis",Hypercalcemia,1,4,"1) Hypercalcemia
Explanation: Hypercalcemia is a condition characterized by elevated levels of calcium in the blood,",1,same
"A patient is presenting with the following symptoms: Weakness, Dizziness, Loss of sensation, Feeling ill. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Dermatitis due to sun exposure 2) Hypercalcemia 3) Hemophilia 4) Sarcoidosis",Hypercalcemia,2,4,"4) Sarcoidosis
Explanation: Sarcoidosis is a chronic inflammatory disease that can cause a variety of",4,different
"A patient is presenting with the following symptoms: Weakness, Dizziness, Loss of sensation, Feeling ill. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Hemophilia 2) Dermatitis due to sun exposure 3) Hypercalcemia 4) Sarcoidosis",Hypercalcemia,3,4,"4) Sarcoidosis
Explanation: Sarcoidosis is a chronic inflammatory disease that can cause a variety of",4,different
"A patient is presenting with the following symptoms: Weakness, Dizziness, Loss of sensation, Feeling ill. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Dermatitis due to sun exposure 2) Hemophilia 3) Sarcoidosis 4) Hypercalcemia",Hypercalcemia,4,4,"3) Sarcoidosis
Explanation: Sarcoidosis is a chronic inflammatory disease that can cause a variety of",3,different
"A patient is presenting with the following symptoms: Involuntary urination, Frequent urination, Painful urination, Symptoms of bladder. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Stress incontinence 2) Poisoning due to antidepressants 3) Ovarian cancer 4) Fracture of the rib",Stress incontinence,1,4,"1) Stress incontinence
Explanation: The symptoms of involuntary urination, frequent urination, and painful urination",1,same
"A patient is presenting with the following symptoms: Involuntary urination, Frequent urination, Painful urination, Symptoms of bladder. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Fracture of the rib 2) Stress incontinence 3) Poisoning due to antidepressants 4) Ovarian cancer",Stress incontinence,2,4,"2) Stress incontinence
Explanation: Stress incontinence is a condition where there is involuntary leakage of urine during",2,same
"A patient is presenting with the following symptoms: Involuntary urination, Frequent urination, Painful urination, Symptoms of bladder. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Poisoning due to antidepressants 2) Ovarian cancer 3) Stress incontinence 4) Fracture of the rib",Stress incontinence,3,4,"3) Stress incontinence
Explanation: Stress incontinence is a condition where the muscles that support the bladder and",3,same
"A patient is presenting with the following symptoms: Involuntary urination, Frequent urination, Painful urination, Symptoms of bladder. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Fracture of the rib 2) Ovarian cancer 3) Poisoning due to antidepressants 4) Stress incontinence",Stress incontinence,4,4,"4) Stress incontinence
Explanation: Stress incontinence is a condition where there is involuntary leakage of urine during",4,same
"A patient is presenting with the following symptoms: Skin lesion, Leg pain, Peripheral edema, Ache all over. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Varicose veins 2) Lymphogranuloma venereum 3) Parkinson disease 4) Meniere disease",Varicose veins,1,4,"1) Varicose veins
Explanation: The symptoms of skin lesion, leg pain, peripheral edema, and ache",1,same
"A patient is presenting with the following symptoms: Skin lesion, Leg pain, Peripheral edema, Ache all over. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Lymphogranuloma venereum 2) Varicose veins 3) Parkinson disease 4) Meniere disease",Varicose veins,2,4,"2) Varicose veins
Explanation: The symptoms of skin lesion, leg pain, peripheral edema, and ache",2,same
"A patient is presenting with the following symptoms: Skin lesion, Leg pain, Peripheral edema, Ache all over. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Parkinson disease 2) Meniere disease 3) Varicose veins 4) Lymphogranuloma venereum",Varicose veins,3,4,"3) Varicose veins
Explanation: The symptoms of skin lesion, leg pain, peripheral edema, and ache",3,same
"A patient is presenting with the following symptoms: Skin lesion, Leg pain, Peripheral edema, Ache all over. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Parkinson disease 2) Meniere disease 3) Lymphogranuloma venereum 4) Varicose veins",Varicose veins,4,4,"4) Varicose veins
Explanation: The symptoms of skin lesion, leg pain, peripheral edema, and ache",4,same
"A patient is presenting with the following symptoms: Side pain, Sharp abdominal pain, Blood in urine, Vomiting. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Benign kidney cyst 2) Nasal polyp 3) Insect bite 4) Joint effusion",Benign kidney cyst,1,4,"1) Benign kidney cyst
Explanation: The patient is presenting with side pain, sharp abdominal pain, blood in urine",1,same
"A patient is presenting with the following symptoms: Side pain, Sharp abdominal pain, Blood in urine, Vomiting. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Joint effusion 2) Benign kidney cyst 3) Nasal polyp 4) Insect bite",Benign kidney cyst,2,4,"2) Benign kidney cyst
Explanation: The patient is presenting with symptoms of flank pain, hematuria, and",2,same
"A patient is presenting with the following symptoms: Side pain, Sharp abdominal pain, Blood in urine, Vomiting. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Joint effusion 2) Insect bite 3) Benign kidney cyst 4) Nasal polyp",Benign kidney cyst,3,4,"3) Benign kidney cyst
Explanation: The patient is presenting with symptoms of flank pain, hematuria, and",3,same
"A patient is presenting with the following symptoms: Side pain, Sharp abdominal pain, Blood in urine, Vomiting. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Joint effusion 2) Nasal polyp 3) Insect bite 4) Benign kidney cyst",Benign kidney cyst,4,4,"4) Benign kidney cyst
Explanation: The patient is presenting with symptoms of flank pain, hematuria, and",4,same
"A patient is presenting with the following symptoms: Swelling of scrotum, Pain in testicles, Groin pain, Mass in scrotum. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Hydrocele of the testicle 2) Degenerative disc disease 3) Blepharitis 4) Paget disease",Hydrocele of the testicle,1,4,"1) Hydrocele of the testicle
Explanation: Hydrocele of the testicle is a condition where there is accumulation",1,same
"A patient is presenting with the following symptoms: Swelling of scrotum, Pain in testicles, Groin pain, Mass in scrotum. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Blepharitis 2) Hydrocele of the testicle 3) Degenerative disc disease 4) Paget disease",Hydrocele of the testicle,2,4,"2) Hydrocele of the testicle
Explanation: Hydrocele of the testicle is a condition where there is a",2,same
"A patient is presenting with the following symptoms: Swelling of scrotum, Pain in testicles, Groin pain, Mass in scrotum. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Blepharitis 2) Degenerative disc disease 3) Hydrocele of the testicle 4) Paget disease",Hydrocele of the testicle,3,4,"3) Hydrocele of the testicle
Explanation: Hydrocele of the testicle is a condition where there is a",3,same
"A patient is presenting with the following symptoms: Swelling of scrotum, Pain in testicles, Groin pain, Mass in scrotum. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Blepharitis 2) Degenerative disc disease 3) Paget disease 4) Hydrocele of the testicle",Hydrocele of the testicle,4,4,"4) Hydrocele of the testicle
Explanation: Hydrocele of the testicle is a condition where there is a",4,same
"A patient is presenting with the following symptoms: Back pain, Low back pain, Leg pain, Neck pain. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Degenerative disc disease 2) Intestinal cancer 3) Gastroesophageal reflux disease (GERD) 4) Congenital heart defect",Degenerative disc disease,1,4,"1) Degenerative disc disease
Explanation: The patient is presenting with symptoms of back pain, low back pain, leg",1,same
"A patient is presenting with the following symptoms: Back pain, Low back pain, Leg pain, Neck pain. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Congenital heart defect 2) Degenerative disc disease 3) Intestinal cancer 4) Gastroesophageal reflux disease (GERD)",Degenerative disc disease,2,4,"2) Degenerative disc disease
Explanation: The patient is presenting with symptoms of back pain, low back pain, leg",2,same
"A patient is presenting with the following symptoms: Back pain, Low back pain, Leg pain, Neck pain. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Gastroesophageal reflux disease (GERD) 2) Intestinal cancer 3) Degenerative disc disease 4) Congenital heart defect",Degenerative disc disease,3,4,"3) Degenerative disc disease
Explanation: The patient is presenting with symptoms of back pain, low back pain, leg",3,same
"A patient is presenting with the following symptoms: Back pain, Low back pain, Leg pain, Neck pain. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Intestinal cancer 2) Congenital heart defect 3) Gastroesophageal reflux disease (GERD) 4) Degenerative disc disease",Degenerative disc disease,4,4,"4) Degenerative disc disease
Explanation: The patient is presenting with symptoms of back pain, low back pain, leg",4,same
"A patient is presenting with the following symptoms: Unwanted hair, Unpredictable menstruation, Acne or pimples, Fatigue. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Hirsutism 2) Open wound of the hand 3) Dislocation of the elbow 4) Dysthymic disorder",Hirsutism,1,4,"1) Hirsutism
Explanation: Hirsutism is a condition characterized by excessive hair growth in women,",1,same
"A patient is presenting with the following symptoms: Unwanted hair, Unpredictable menstruation, Acne or pimples, Fatigue. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Open wound of the hand 2) Hirsutism 3) Dysthymic disorder 4) Dislocation of the elbow",Hirsutism,2,4,"2) Hirsutism
Explanation: Hirsutism is a condition characterized by excessive hair growth in women,",2,same
"A patient is presenting with the following symptoms: Unwanted hair, Unpredictable menstruation, Acne or pimples, Fatigue. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Dysthymic disorder 2) Open wound of the hand 3) Hirsutism 4) Dislocation of the elbow",Hirsutism,3,4,"3) Hirsutism
Explanation: Hirsutism is a condition characterized by excessive hair growth in women,",3,same
"A patient is presenting with the following symptoms: Unwanted hair, Unpredictable menstruation, Acne or pimples, Fatigue. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Open wound of the hand 2) Dislocation of the elbow 3) Dysthymic disorder 4) Hirsutism",Hirsutism,4,4,"4) Hirsutism
Explanation: Hirsutism is a condition characterized by excessive hair growth in women,",4,same
