Question,Answer Disease,Answer Index,Number of Symptoms
"A patient is presenting with the following symptoms: Skin lesion, Ache all over, Abnormal appearing skin. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Open wound of the arm 2) Cyst of the eyelid 3) Open wound of the neck 4) Fetal alcohol syndrome",Open wound of the neck,3,3
"A patient is presenting with the following symptoms: Skin lesion, Ache all over, Abnormal appearing skin. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Open wound of the arm 2) Fetal alcohol syndrome 3) Cyst of the eyelid 4) Open wound of the neck",Open wound of the neck,4,3
"A patient is presenting with the following symptoms: Sharp chest pain, Difficulty in swallowing, Back pain. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Achalasia 2) Meningioma 3) Graves disease 4) Postpartum depression",Achalasia,1,3
"A patient is presenting with the following symptoms: Sharp chest pain, Difficulty in swallowing, Back pain. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Graves disease 2) Achalasia 3) Meningioma 4) Postpartum depression",Achalasia,2,3
"A patient is presenting with the following symptoms: Sharp chest pain, Difficulty in swallowing, Back pain. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Meningioma 2) Graves disease 3) Achalasia 4) Postpartum depression",Achalasia,3,3
"A patient is presenting with the following symptoms: Sharp chest pain, Difficulty in swallowing, Back pain. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Meningioma 2) Postpartum depression 3) Graves disease 4) Achalasia",Achalasia,4,3
"A patient is presenting with the following symptoms: Diminished hearing, Ear pain, Plugged feeling in ear. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Conductive hearing loss 2) Pulmonary embolism 3) Paroxysmal ventricular tachycardia 4) Cervicitis",Conductive hearing loss,1,3
"A patient is presenting with the following symptoms: Diminished hearing, Ear pain, Plugged feeling in ear. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Pulmonary embolism 2) Conductive hearing loss 3) Cervicitis 4) Paroxysmal ventricular tachycardia",Conductive hearing loss,2,3
"A patient is presenting with the following symptoms: Diminished hearing, Ear pain, Plugged feeling in ear. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Pulmonary embolism 2) Paroxysmal ventricular tachycardia 3) Conductive hearing loss 4) Cervicitis",Conductive hearing loss,3,3
"A patient is presenting with the following symptoms: Diminished hearing, Ear pain, Plugged feeling in ear. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Cervicitis 2) Pulmonary embolism 3) Paroxysmal ventricular tachycardia 4) Conductive hearing loss",Conductive hearing loss,4,3
"A patient is presenting with the following symptoms: Sharp abdominal pain, Groin mass, Ache all over. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Abdominal hernia 2) Genital herpes 3) Viral exanthem 4) Tricuspid valve disease",Abdominal hernia,1,3
"A patient is presenting with the following symptoms: Sharp abdominal pain, Groin mass, Ache all over. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Viral exanthem 2) Abdominal hernia 3) Genital herpes 4) Tricuspid valve disease",Abdominal hernia,2,3
"A patient is presenting with the following symptoms: Sharp abdominal pain, Groin mass, Ache all over. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Viral exanthem 2) Tricuspid valve disease 3) Abdominal hernia 4) Genital herpes",Abdominal hernia,3,3
"A patient is presenting with the following symptoms: Sharp abdominal pain, Groin mass, Ache all over. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Genital herpes 2) Tricuspid valve disease 3) Viral exanthem 4) Abdominal hernia",Abdominal hernia,4,3
"A patient is presenting with the following symptoms: Seizures, Problems with movement, Cramps and spasms. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Cerebral palsy 2) Gas gangrene 3) Hydrocele of the testicle 4) Erythema multiforme",Cerebral palsy,1,3
"A patient is presenting with the following symptoms: Seizures, Problems with movement, Cramps and spasms. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Gas gangrene 2) Cerebral palsy 3) Hydrocele of the testicle 4) Erythema multiforme",Cerebral palsy,2,3
"A patient is presenting with the following symptoms: Seizures, Problems with movement, Cramps and spasms. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Hydrocele of the testicle 2) Gas gangrene 3) Cerebral palsy 4) Erythema multiforme",Cerebral palsy,3,3
"A patient is presenting with the following symptoms: Seizures, Problems with movement, Cramps and spasms. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Erythema multiforme 2) Hydrocele of the testicle 3) Gas gangrene 4) Cerebral palsy",Cerebral palsy,4,3
"A patient is presenting with the following symptoms: Drug abuse, Abusing alcohol, Depressive or psychotic symptoms. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Marijuana abuse 2) Retinal detachment 3) Vesicoureteral reflux 4) Acute bronchitis",Marijuana abuse,1,3
"A patient is presenting with the following symptoms: Drug abuse, Abusing alcohol, Depressive or psychotic symptoms. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Acute bronchitis 2) Marijuana abuse 3) Retinal detachment 4) Vesicoureteral reflux",Marijuana abuse,2,3
"A patient is presenting with the following symptoms: Drug abuse, Abusing alcohol, Depressive or psychotic symptoms. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Acute bronchitis 2) Retinal detachment 3) Marijuana abuse 4) Vesicoureteral reflux",Marijuana abuse,3,3
"A patient is presenting with the following symptoms: Drug abuse, Abusing alcohol, Depressive or psychotic symptoms. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Acute bronchitis 2) Vesicoureteral reflux 3) Retinal detachment 4) Marijuana abuse",Marijuana abuse,4,3
"A patient is presenting with the following symptoms: Lip swelling, Fainting, Seizures. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Cryptococcosis 2) Thoracic outlet syndrome 3) Abscess of nose 4) Injury of the ankle",Cryptococcosis,1,3
"A patient is presenting with the following symptoms: Lip swelling, Fainting, Seizures. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Injury of the ankle 2) Cryptococcosis 3) Thoracic outlet syndrome 4) Abscess of nose",Cryptococcosis,2,3
"A patient is presenting with the following symptoms: Lip swelling, Fainting, Seizures. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Abscess of nose 2) Injury of the ankle 3) Cryptococcosis 4) Thoracic outlet syndrome",Cryptococcosis,3,3
"A patient is presenting with the following symptoms: Lip swelling, Fainting, Seizures. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Thoracic outlet syndrome 2) Abscess of nose 3) Injury of the ankle 4) Cryptococcosis",Cryptococcosis,4,3
"A patient is presenting with the following symptoms: Weight gain, Abnormal breathing sounds, Sleepiness. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Obesity 2) Stye 3) Kidney stone 4) Sinus bradycardia",Obesity,1,3
"A patient is presenting with the following symptoms: Weight gain, Abnormal breathing sounds, Sleepiness. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Sinus bradycardia 2) Obesity 3) Stye 4) Kidney stone",Obesity,2,3
"A patient is presenting with the following symptoms: Weight gain, Abnormal breathing sounds, Sleepiness. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Stye 2) Kidney stone 3) Obesity 4) Sinus bradycardia",Obesity,3,3
"A patient is presenting with the following symptoms: Weight gain, Abnormal breathing sounds, Sleepiness. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Sinus bradycardia 2) Kidney stone 3) Stye 4) Obesity",Obesity,4,3
"A patient is presenting with the following symptoms: Sharp abdominal pain, Burning abdominal pain, Nausea. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Indigestion 2) Sprain or strain 3) Thoracic outlet syndrome 4) HPV",Indigestion,1,3
"A patient is presenting with the following symptoms: Sharp abdominal pain, Burning abdominal pain, Nausea. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Thoracic outlet syndrome 2) Indigestion 3) HPV 4) Sprain or strain",Indigestion,2,3
"A patient is presenting with the following symptoms: Sharp abdominal pain, Burning abdominal pain, Nausea. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Thoracic outlet syndrome 2) HPV 3) Indigestion 4) Sprain or strain",Indigestion,3,3
"A patient is presenting with the following symptoms: Sharp abdominal pain, Burning abdominal pain, Nausea. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Thoracic outlet syndrome 2) HPV 3) Sprain or strain 4) Indigestion",Indigestion,4,3
"A patient is presenting with the following symptoms: Shoulder pain, Knee pain, Elbow pain. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Bursitis 2) Narcolepsy 3) Aphthous ulcer 4) Substance-related mental disorder",Bursitis,1,3
"A patient is presenting with the following symptoms: Shoulder pain, Knee pain, Elbow pain. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Aphthous ulcer 2) Bursitis 3) Substance-related mental disorder 4) Narcolepsy",Bursitis,2,3
"A patient is presenting with the following symptoms: Shoulder pain, Knee pain, Elbow pain. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Substance-related mental disorder 2) Aphthous ulcer 3) Bursitis 4) Narcolepsy",Bursitis,3,3
"A patient is presenting with the following symptoms: Shoulder pain, Knee pain, Elbow pain. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Narcolepsy 2) Aphthous ulcer 3) Substance-related mental disorder 4) Bursitis",Bursitis,4,3
"A patient is presenting with the following symptoms: Fatigue, Ache all over, Weakness. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Esophageal cancer 2) Drug abuse (barbiturates) 3) Open wound of the abdomen 4) Congenital heart defect",Esophageal cancer,1,3
"A patient is presenting with the following symptoms: Fatigue, Ache all over, Weakness. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Open wound of the abdomen 2) Esophageal cancer 3) Congenital heart defect 4) Drug abuse (barbiturates)",Esophageal cancer,2,3
